wid,cleaned_hm,age,gender,marital,parenthood
363,Lying in the bed listening to the rain outside. Listening to old songs and being able to remember all the lyrics.,29,f,married,n
364,My happiest moment when everyday my mom kiss me on my head.,26,f,single,n
365,I found out That I passed my procert evaluation.,30,m,married,y
366,I danced around with my kid which made the both of us happy.,34,f,married,y
367,"I went to Walmart, and I found items to resell for a profit online. I made about US$50. I was quite happy as I scanned the items and some showed a profit margin.",21,m,single,n
368,MY HAPPIEST MOMENT IN MY LIFE IS GETTING THE US VISA CAN'T FORGET ANYWAY THAT MOMENT IN  MY EXISTENCE.,38,f,married,y
369,I completed a book that I was reading and really enjoyed it.,37,m,single,n
370,When i went to the bathroom,21,m,single,y
371,"I got an awesome deal on a watch that I really wanted, it arrived this morning and I was very excited to put it on. Looks great in person",29,m,single,n
372,I completed a big project.,19,m,single,n
373,I ate a very good dinner with my family,26,f,single,n
374,"I played a harmless, but successful and entertaining, April Fools' Day prank on my friend.",40,m,single,n
375,When both my kids were in bed last night and I got to enjoy a beer and episode of Big Bang Theory.,30,f,married,y
376,I completed all my flashcards for an upcoming test.,23,f,single,n
377,last week I purchased a new car.,36,m,married,y
378,PAST MONTH AM GOING TO ECO PARK.IT IS VERY ENJOYABLE TO MY FRIENDS AND VERY HAPPINESS IS BEST MOMENT IN MY LIFE.,22,f,single,n
379,I completed my income tax.,52,m,single,n
380,Being able to master a song i have practiced on my instruments,26,m,single,n
381,"I was paid a salary, and maybe I'm expecting a promotion at work. My son got good grades at school.",27,f,married,y
382,Today I met a friend for lunch.  It was so cool seeing her again.  We got a chance to catch up.  I was really happy.,32,m,single,n
383,I bought a new TV,66,m,married,y
384,I made chicken enchiladas.,38,f,single,n
385,This morning my boyfriend got a job offer that he really wanted.,25,f,single,n
386,I went to meeting of science exhibition..  It is very useful to see..,25,f,single,n
387,I ate a pretty tasty PB&J sandwich. ,33,m,single,n
388,A disliked coworker was fired.,30,m,single,n
389,I went shopping ,61,f,married,y
390,"I went for a run on a nature trail near my house. This is the beginning of spring, so it was nice to see the forest coming back to life.",31,m,single,n
391,I had a giant chocolate cup cake.,36,m,married,n
392,I got to spend the evening with my husband enjoying each other's company.,49,f,married,y
393,Watching my kids play basketball and laughing together for over an hour after they've been not getting along all morning.,41,f,married,y
394,Last night I went to Japanese Steakhouse for dinner and the food and atmosphere was just wonderful.,24,m,single,n
395,I got to finally help my mom get a new doctor and make an appointment for her. She has been asking me to help her for a few months because she doesn't know how to use the internet and search for a new doctor on KP website.,33,m,single,n
396,"I was feeling lonely after a long day's work. When I called my husband, he said he is on the way to pick me up as his meeting was over. I was surprised and excited.",34,f,married,y
397,It's Opening day! My Cardinals are playing the Cubs and I get to see Fowler play in our uniform for the first time. ,26,m,single,n
398,I went to the gym today and was about to run for 30 minutes straight. ,29,m,single,n
399,I went to shopping.,27,m,single,n
400,Buying a new PS4.,26,m,single,n
401,Today was my dog's birthday.  We got a cake for her and celebrated her 10th birthday.,41,m,single,n
402,Going to the mountains and hiking the trail to the top.,26,m,married,n
403,I had intimate moments with my wife earlier this morning.,31,m,married,n
404,i benched pressed 200 pounds last week passed my one rep max.,28,m,single,n
405,I WAS VERY HAPPY THAT SOMEONE WHO OWED ME MONEY PAID ME BACK LAST NIGHT. ,27,m,single,y
406,I went to the waterpark Blizzard Beach with my girlfriend.,28,f,single,n
407,A package I have been waiting for finally came today. ,26,m,single,n
408,i felt happy today when a guy that i was interested in asked me to hang out with him later tonight. ,31,f,single,n
409,1. My Son get a first rank in his class.,30,f,married,y
410,Realizing that I am freer than I used to be,29,f,single,n
411,"I was watching the NCAA Men's Basketball Championship Game, and Gonzaga was playing well and leading UNC at times.",38,m,married,y
412,"Going for outing on beach,  gardening my house make me happy, watching movies in multiplex makes me happy",25,f,married,y
413,I was able to sit down and watch the whole NCAA Men's basketball championship last night after my wife and daughter went to sleep.,29,m,married,y
414,Someone gave me a big tip at work.,29,m,single,n
415,One event that made me happy was purchasing a new baseball game for my Playstation that I could play with my friend. ,23,m,single,n
416,Lying the bed listening to the rain outside Listening to old songs and being able to remember all the lyrics,29,f,married,y
417,Getting to see my relative that lives in another state.,25,m,single,n
418,I meditated and was able to focus on my breathing.,36,m,married,n
419,I found a useful new time management software that I downloaded and began using.,40,m,married,y
420,Last month my publication read by many members in research gate site. It is happiest month because lot of people showing interest on my research topic.,38,f,married,y
421,"I watched a ""so bad it's good"" sci-fi movie.",48,m,married,n
422,"I finished my workout this morning and felt energized.
",26,f,single,n
423,I enjoyed a cup of coffee this morning.,29,f,married,n
424,I was invited to my coworker's party.,30,o,married,y
425,I was asked on a date by a guy I like and it went well!,30,f,single,n
426,my happiest moment in my life is getting the U.S visa can't forget anyway that moment in my existence.,23,f,single,n
427,I got golden employee award certificate in my office for my performance. ,37,m,married,y
428,"Me and my girlfriend went out on an adventure today, we just drove in a random direction until we found somewhere that looked interesting and we ended up going to some cool shops.",21,m,single,n
429,Chatting with my best friend who recently moved out of the country,28,m,single,n
430,Something that made me happy over the past month was running into an old friend from college and having lunch and catching up.,26,f,married,y
431,I cleaned up the backyard. ,29,m,single,n
432,I enjoyed playing Foosball with my daughter tonight.,47,m,married,y
433,I went to the gym and felt proud of myself after.,26,m,single,n
434,I won a free frozen pizza in a grocery store's online instant win game.,36,f,single,n
435,My father bought me a bicycle.,27,m,single,n
436,My son cuddled with me on the couch.,30,f,married,y
437,When I found a bag of chips I haven't eaten yet.,30,m,single,n
438,"There are numerous happy events in my life that I can recall and among those, I would like to talk about the day that I was blessed with a little sister.",32,m,married,n
439,"when my dad came to home after a long business trip today, i was very happy seeing him after so long. i was missing my dad very much and when today when i saw him i became very happy.i just love my dad. he is a very nice and caring person and i love it.",22,m,single,n
440,I had a really fun night out  at a bar with an old friend.,30,m,single,n
441,"I heard a concert performed by, and met, internationally-known clarinetist David Krakauer.",29,f,married,n
442,I made a new recipe for dinner that turned out well and everyone liked it.,32,f,single,n
443,My handicapped pet chicken hobbled over to me excitedly this morning as soon as she saw I was awake.,31,f,single,n
444,I was happy with the meal that my girlfriend and I prepared together.,32,m,single,n
